1,2,3,4,5,6,7,8,9
5.066394805908203125e-06,0.000000000000000000e+00,6.793439388275146484e-04,5.960464477539062500e-08,1.631677150726318359e-01,1.937150955200195312e-06,1.767525076866149902e-02,0.000000000000000000e+00,9.079273939132690430e-01
1.788139343261718750e-07,8.046627044677734375e-07,6.112754344940185547e-04,3.010034561157226562e-06,1.490890979766845703e-03,1.922249794006347656e-05,6.058512330055236816e-01,1.086689606308937073e-01,1.235574200109113008e-05
